Participant,Phase,ShotNumber,SelectedTargetID,SelectedTargetPosition,CrosshairPosition,CrosshairRotation,LeftEyePosition,RightEyePosition,CombinedEyePosition,LeftEyeOpen,RightEyeOpen,XRPosition,XRRotation,Hit,Accuracy,DominantEyeForShot,LeftEyeDistanceFromRay,RightEyeDistanceFromRay,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
2,Dominant,18,Target 8,"(8.20, 2.50, 5.88)","(-0.15, 1.09, 1.96)","(355.67, 65.07, 349.66)","(-0.82, 1.09, 1.64)","(-0.80, 1.09, 1.58)","(-0.81, 1.09, 1.61)",True,True,"(-0.79, 1.09, 1.62)","(5.36, 70.67, 4.76)",False,0.1705052,Left,0.01394334,0.07064956,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Dominant,19,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.11, 2.37)","(354.56, 24.50, 352.96)","(-0.85, 1.09, 1.64)","(-0.79, 1.09, 1.61)","(-0.82, 1.09, 1.62)",True,False,"(-0.81, 1.09, 1.65)","(3.91, 30.74, 2.47)",False,0.05083362,Left,0.004384314,0.06650843,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
2,Dominant,20,Target 7,"(6.20, 2.50, 8.88)","(-0.32, 1.10, 2.19)","(354.23, 44.17, 353.49)","(-0.85, 1.09, 1.64)","(-0.79, 1.09, 1.61)","(-0.82, 1.09, 1.62)",True,False,"(-0.81, 1.09, 1.64)","(3.74, 44.89, 3.96)",False,0.1155993,Left,0.009509389,0.06863758,2,19,Female,I have used a VR device at least once previously,No visual impairment,Never,Left,"In round 2 and 3, I was missing shots I didn't expect to miss",No,"In round 3 (cyclopean), opening both eyes helped hit targets"
3,Calibration,1,Target 1,"(-9.80, 2.50, 2.14)","(-1.15, 1.07, 1.32)","(358.59, 274.37, 2.47)","(-0.68, 1.07, 1.18)","(-0.65, 1.07, 1.24)","(-0.67, 1.07, 1.21)",False,True,"(-0.65, 1.07, 1.24)","(354.44, 295.20, 352.58)",True,0.5624918,Right,0.09467976,0.03279601,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,2,Target 9,"(8.20, 2.50, 2.14)","(-0.17, 1.08, 1.30)","(356.83, 83.24, 358.95)","(-0.86, 1.07, 1.31)","(-0.86, 1.07, 1.24)","(-0.86, 1.07, 1.28)",False,True,"(-0.83, 1.07, 1.27)","(354.06, 85.27, 357.77)",True,0.1457099,Right,0.07533516,0.01206665,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,3,Target 1,"(-9.80, 2.50, 2.14)","(-1.13, 1.08, 1.34)","(355.24, 274.92, 1.74)","(-0.64, 1.07, 1.22)","(-0.61, 1.07, 1.28)","(-0.63, 1.07, 1.25)",False,True,"(-0.64, 1.07, 1.27)","(354.68, 297.46, 353.69)",True,0.2211499,Right,0.07613944,0.01334355,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,4,Target 6,"(3.20, 2.50, 10.88)","(-0.52, 1.07, 1.77)","(355.19, 22.30, 359.74)","(-0.78, 1.07, 1.24)","(-0.71, 1.07, 1.22)","(-0.74, 1.07, 1.23)",False,True,"(-0.77, 1.07, 1.27)","(357.32, 29.01, 357.29)",True,0.2305467,Right,0.03643921,0.03542946,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,5,Target 5,"(-0.80, 2.50, 11.88)","(-0.71, 1.08, 1.82)","(357.01, 0.37, 359.00)","(-0.77, 1.07, 1.22)","(-0.71, 1.07, 1.22)","(-0.74, 1.07, 1.22)",False,True,"(-0.73, 1.07, 1.25)","(354.76, 8.38, 357.11)",True,0.139984,Right,0.07267504,0.008509917,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,6,Target 2,"(-9.80, 2.50, 5.88)","(-1.10, 1.08, 1.54)","(355.94, 297.95, 1.29)","(-0.66, 1.08, 1.22)","(-0.62, 1.07, 1.27)","(-0.64, 1.07, 1.24)",False,True,"(-0.65, 1.07, 1.27)","(354.57, 308.86, 354.95)",True,0.4615843,Right,0.09145118,0.02655616,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,7,Target 5,"(-0.80, 2.50, 11.88)","(-0.68, 1.08, 1.82)","(355.48, 0.15, 0.27)","(-0.73, 1.07, 1.23)","(-0.67, 1.06, 1.23)","(-0.70, 1.07, 1.23)",False,True,"(-0.70, 1.07, 1.25)","(356.17, 7.46, 354.90)",True,0.04914077,Right,0.06553689,0.002013744,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,8,Target 8,"(8.20, 2.50, 5.88)","(-0.22, 1.08, 1.52)","(357.31, 64.38, 357.98)","(-0.82, 1.07, 1.28)","(-0.78, 1.07, 1.22)","(-0.80, 1.07, 1.25)",False,True,"(-0.79, 1.07, 1.27)","(356.32, 62.85, 358.69)",True,0.1367778,Right,0.05615234,0.009285589,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,9,Target 2,"(-9.80, 2.50, 5.88)","(-1.07, 1.09, 1.62)","(356.23, 298.08, 2.00)","(-0.57, 1.08, 1.30)","(-0.54, 1.07, 1.35)","(-0.55, 1.07, 1.33)",False,True,"(-0.58, 1.07, 1.34)","(354.27, 301.08, 353.90)",True,0.09180339,Right,0.06728835,0.005719644,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,10,Target 4,"(-4.80, 2.50, 10.88)","(-0.83, 1.08, 1.81)","(355.92, 336.50, 1.34)","(-0.58, 1.08, 1.29)","(-0.54, 1.07, 1.34)","(-0.56, 1.07, 1.32)",False,True,"(-0.63, 1.07, 1.27)","(353.90, 345.56, 354.85)",True,0.4244178,Right,0.02456578,0.08020867,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,11,Target 9,"(8.20, 2.50, 2.14)","(-0.13, 1.08, 1.28)","(356.99, 86.09, 358.08)","(-0.82, 1.07, 1.28)","(-0.81, 1.07, 1.21)","(-0.81, 1.07, 1.24)",True,True,"(-0.79, 1.07, 1.25)","(355.51, 73.79, 359.31)",True,0.04771722,Right,0.06561361,0.003923208,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,12,Target 1,"(-9.80, 2.50, 2.14)","(-1.10, 1.07, 1.36)","(354.89, 275.42, 3.66)","(-0.62, 1.07, 1.24)","(-0.59, 1.07, 1.30)","(-0.60, 1.07, 1.27)",False,True,"(-0.61, 1.07, 1.30)","(354.70, 294.54, 352.80)",True,0.4202096,Right,0.08676649,0.02461023,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,13,Target 2,"(-9.80, 2.50, 5.88)","(-1.06, 1.07, 1.54)","(353.54, 295.88, 1.68)","(-0.62, 1.07, 1.24)","(-0.59, 1.07, 1.30)","(-0.60, 1.07, 1.27)",False,True,"(-0.62, 1.07, 1.29)","(354.49, 309.38, 353.22)",True,0.3229741,Right,0.07583112,0.01749646,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,14,Target 6,"(3.20, 2.50, 10.88)","(-0.51, 1.08, 1.76)","(354.15, 21.51, 359.51)","(-0.76, 1.07, 1.23)","(-0.69, 1.07, 1.21)","(-0.72, 1.07, 1.22)",False,True,"(-0.75, 1.07, 1.24)","(354.90, 31.53, 356.85)",True,0.6209536,Right,0.03024079,0.03686314,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,15,Target 9,"(8.20, 2.50, 2.14)","(-0.21, 1.08, 1.31)","(354.49, 85.55, 357.99)","(-0.86, 1.07, 1.31)","(-0.85, 1.07, 1.25)","(-0.86, 1.07, 1.28)",True,True,"(-0.83, 1.07, 1.28)","(356.92, 85.94, 358.63)",True,0.1042653,Right,0.06878395,0.008038236,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,16,Target 1,"(-9.80, 2.50, 2.14)","(-1.08, 1.07, 1.39)","(353.07, 275.12, 2.65)","(-0.59, 1.07, 1.26)","(-0.57, 1.06, 1.33)","(-0.58, 1.07, 1.29)",False,True,"(-0.59, 1.06, 1.32)","(355.24, 293.06, 352.35)",True,0.4197189,Right,0.089316,0.02480396,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,17,Target 4,"(-4.80, 2.50, 10.88)","(-0.84, 1.06, 1.76)","(355.21, 336.40, 359.02)","(-0.66, 1.07, 1.24)","(-0.60, 1.06, 1.26)","(-0.63, 1.07, 1.25)",False,True,"(-0.66, 1.06, 1.26)","(357.38, 349.44, 352.23)",True,0.3360424,Right,0.04720155,0.02693439,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,18,Target 8,"(8.20, 2.50, 5.88)","(-0.26, 1.07, 1.51)","(355.57, 62.50, 359.28)","(-0.83, 1.07, 1.28)","(-0.80, 1.06, 1.22)","(-0.81, 1.06, 1.25)",False,True,"(-0.80, 1.06, 1.26)","(358.79, 66.24, 355.29)",True,0.4019846,Right,0.05898916,0.01111165,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,19,Target 2,"(-9.80, 2.50, 5.88)","(-1.07, 1.07, 1.58)","(355.20, 297.84, 359.54)","(-0.58, 1.07, 1.26)","(-0.55, 1.06, 1.32)","(-0.56, 1.07, 1.29)",False,True,"(-0.59, 1.07, 1.31)","(355.44, 301.32, 355.72)",True,0.1086068,Right,0.06812976,0.006582735,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Calibration,20,Target 1,"(-9.80, 2.50, 2.14)","(-1.09, 1.07, 1.39)","(354.57, 274.75, 1.03)","(-0.58, 1.07, 1.26)","(-0.55, 1.06, 1.32)","(-0.56, 1.07, 1.29)",False,True,"(-0.59, 1.07, 1.31)","(355.08, 300.87, 354.14)",True,0.351561,Right,0.08220032,0.02216513,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,1,Target 8,"(8.20, 2.50, 5.88)","(-0.21, 1.09, 1.48)","(358.22, 63.44, 358.30)","(-0.84, 1.07, 1.24)","(-0.82, 1.07, 1.17)","(-0.83, 1.07, 1.21)",False,True,"(-0.80, 1.07, 1.21)","(351.39, 66.92, 357.94)",False,0.5707971,Cyclopean,0.07403023,0.01097048,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,2,Target 8,"(8.20, 2.50, 5.88)","(-0.21, 1.09, 1.48)","(359.01, 62.70, 358.76)","(-0.84, 1.07, 1.24)","(-0.82, 1.07, 1.17)","(-0.83, 1.07, 1.21)",False,True,"(-0.80, 1.07, 1.21)","(351.63, 65.64, 358.00)",False,0.5955493,Cyclopean,0.07654229,0.01009841,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,3,Target 9,"(8.20, 2.50, 2.14)","(-0.10, 1.09, 1.23)","(357.86, 85.79, 358.90)","(-0.84, 1.07, 1.24)","(-0.82, 1.07, 1.17)","(-0.83, 1.07, 1.21)",False,True,"(-0.79, 1.07, 1.19)","(351.01, 76.59, 358.37)",False,0.6652411,Cyclopean,0.09139954,0.02661623,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,4,Target 8,"(8.20, 2.50, 5.88)","(-0.13, 1.09, 1.45)","(357.50, 61.96, 357.78)","(-0.84, 1.07, 1.24)","(-0.82, 1.07, 1.17)","(-0.83, 1.07, 1.21)",False,True,"(-0.75, 1.08, 1.17)","(349.75, 62.98, 355.74)",False,1.383528,Cyclopean,0.1433795,0.07704358,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,5,Target 2,"(-9.80, 2.50, 5.88)","(-1.12, 1.08, 1.60)","(357.47, 297.83, 359.35)","(-0.58, 1.07, 1.25)","(-0.54, 1.07, 1.31)","(-0.56, 1.07, 1.28)",False,True,"(-0.58, 1.07, 1.29)","(352.78, 303.38, 357.55)",False,0.5138158,Cyclopean,0.06774045,0.002189517,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,6,Target 9,"(8.20, 2.50, 2.14)","(-0.13, 1.09, 1.26)","(356.82, 83.59, 358.66)","(-0.84, 1.07, 1.24)","(-0.82, 1.07, 1.18)","(-0.83, 1.07, 1.21)",False,True,"(-0.81, 1.07, 1.22)","(354.28, 76.49, 0.18)",True,0.3567041,Cyclopean,0.06310645,0.004152104,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,7,Target 3,"(-7.80, 2.50, 8.88)","(-1.00, 1.09, 1.74)","(356.40, 316.01, 0.42)","(-0.61, 1.07, 1.22)","(-0.56, 1.07, 1.27)","(-0.59, 1.07, 1.25)",False,True,"(-0.60, 1.07, 1.27)","(352.23, 320.12, 358.12)",False,0.5534318,Cyclopean,0.06980602,0.003059478,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,8,Target 1,"(-9.80, 2.50, 2.14)","(-1.15, 1.08, 1.36)","(356.02, 275.51, 0.87)","(-0.58, 1.07, 1.24)","(-0.56, 1.07, 1.31)","(-0.57, 1.07, 1.27)",False,True,"(-0.60, 1.07, 1.29)","(354.56, 293.52, 355.47)",False,0.5553041,Cyclopean,0.06983957,0.006068137,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,9,Target 9,"(8.20, 2.50, 2.14)","(-0.20, 1.08, 1.28)","(357.09, 83.64, 358.40)","(-0.86, 1.07, 1.27)","(-0.85, 1.07, 1.21)","(-0.85, 1.07, 1.24)",False,True,"(-0.83, 1.07, 1.25)","(355.56, 82.54, 359.62)",True,0.3309732,Cyclopean,0.05965149,0.007541319,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,10,Target 5,"(-0.80, 2.50, 11.88)","(-0.66, 1.08, 1.84)","(356.56, 359.27, 358.96)","(-0.71, 1.07, 1.19)","(-0.65, 1.07, 1.19)","(-0.68, 1.07, 1.19)",False,True,"(-0.68, 1.06, 1.22)","(356.44, 357.69, 359.53)",False,0.4338711,Cyclopean,0.06176636,0.005163163,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,11,Target 9,"(8.20, 2.50, 2.14)","(-0.22, 1.09, 1.30)","(355.58, 83.87, 359.01)","(-0.87, 1.07, 1.28)","(-0.86, 1.07, 1.21)","(-0.87, 1.07, 1.25)",False,True,"(-0.85, 1.07, 1.27)","(354.45, 88.27, 359.74)",True,0.2112751,Cyclopean,0.04887905,0.01947906,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,12,Target 3,"(-7.80, 2.50, 8.88)","(-1.01, 1.08, 1.69)","(357.12, 317.43, 359.97)","(-0.64, 1.07, 1.19)","(-0.59, 1.06, 1.24)","(-0.61, 1.07, 1.21)",False,True,"(-0.64, 1.07, 1.24)","(355.23, 323.70, 357.91)",False,0.5809994,Cyclopean,0.0696929,0.004359327,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,13,Target 4,"(-4.80, 2.50, 10.88)","(-0.86, 1.08, 1.80)","(357.26, 336.55, 358.83)","(-0.66, 1.07, 1.19)","(-0.60, 1.07, 1.22)","(-0.63, 1.07, 1.21)",False,True,"(-0.65, 1.06, 1.23)","(354.58, 339.16, 358.22)",False,0.4394767,Cyclopean,0.06138553,0.006878226,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,14,Target 3,"(-7.80, 2.50, 8.88)","(-1.01, 1.07, 1.67)","(354.06, 317.00, 2.22)","(-0.67, 1.07, 1.18)","(-0.61, 1.07, 1.21)","(-0.64, 1.07, 1.20)",False,True,"(-0.64, 1.07, 1.23)","(354.39, 330.73, 358.39)",False,0.7868721,Cyclopean,0.07997535,0.01669803,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,15,Target 9,"(8.20, 2.50, 2.14)","(-0.24, 1.09, 1.31)","(355.95, 85.05, 357.75)","(-0.88, 1.07, 1.32)","(-0.89, 1.07, 1.26)","(-0.88, 1.07, 1.29)",False,True,"(-0.86, 1.06, 1.29)","(356.35, 87.94, 359.68)",False,0.5493898,Cyclopean,0.07511188,0.009506023,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,16,Target 7,"(6.20, 2.50, 8.88)","(-0.35, 1.08, 1.68)","(356.27, 42.57, 358.93)","(-0.84, 1.06, 1.22)","(-0.79, 1.06, 1.19)","(-0.81, 1.06, 1.21)",False,True,"(-0.80, 1.06, 1.23)","(356.58, 34.88, 2.06)",True,0.3748623,Cyclopean,0.05850664,0.008224769,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,17,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.08, 1.75)","(355.45, 23.75, 359.50)","(-0.84, 1.06, 1.22)","(-0.79, 1.06, 1.18)","(-0.82, 1.06, 1.20)",False,True,"(-0.78, 1.06, 1.22)","(356.02, 32.84, 359.21)",False,0.9020879,Cyclopean,0.08994453,0.0249366,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,18,Target 3,"(-7.80, 2.50, 8.88)","(-1.02, 1.07, 1.66)","(355.75, 316.59, 359.50)","(-0.66, 1.07, 1.19)","(-0.61, 1.06, 1.22)","(-0.64, 1.07, 1.21)",False,True,"(-0.65, 1.06, 1.23)","(356.42, 327.81, 356.04)",False,0.5994096,Cyclopean,0.06917067,0.006419749,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,19,Target 7,"(6.20, 2.50, 8.88)","(-0.41, 1.08, 1.65)","(355.88, 43.81, 359.39)","(-0.81, 1.07, 1.21)","(-0.77, 1.06, 1.17)","(-0.79, 1.07, 1.19)",False,True,"(-0.82, 1.06, 1.24)","(357.33, 56.92, 356.13)",False,0.4364356,Cyclopean,0.009923425,0.05997628,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Cyclopean,20,Target 8,"(8.20, 2.50, 5.88)","(-0.27, 1.07, 1.50)","(356.29, 64.44, 358.98)","(-0.87, 1.07, 1.26)","(-0.83, 1.06, 1.20)","(-0.85, 1.07, 1.23)",False,True,"(-0.84, 1.06, 1.25)","(356.70, 61.03, 359.19)",False,0.4360356,Cyclopean,0.06232869,0.008555599,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,1,Target 2,"(-9.80, 2.50, 5.88)","(-1.12, 1.07, 1.56)","(357.81, 296.16, 358.50)","(-0.62, 1.07, 1.23)","(-0.58, 1.06, 1.29)","(-0.60, 1.06, 1.26)",False,True,"(-0.63, 1.06, 1.27)","(356.50, 308.87, 356.82)",True,0.1039742,Right,0.06465597,0.006542307,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,2,Target 5,"(-0.80, 2.50, 11.88)","(-0.72, 1.07, 1.80)","(357.29, 0.29, 358.22)","(-0.76, 1.06, 1.20)","(-0.69, 1.06, 1.20)","(-0.73, 1.06, 1.20)",False,True,"(-0.75, 1.06, 1.23)","(357.79, 15.82, 356.07)",True,0.2921802,Right,0.05040853,0.01739769,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,3,Target 5,"(-0.80, 2.50, 11.88)","(-0.72, 1.07, 1.80)","(356.36, 0.05, 358.42)","(-0.76, 1.06, 1.20)","(-0.69, 1.06, 1.20)","(-0.73, 1.06, 1.20)",False,True,"(-0.75, 1.06, 1.23)","(357.26, 15.77, 356.41)",True,0.3347279,Right,0.04823892,0.01987604,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,4,Target 4,"(-4.80, 2.50, 10.88)","(-0.92, 1.07, 1.74)","(353.56, 337.06, 358.38)","(-0.76, 1.06, 1.20)","(-0.69, 1.06, 1.20)","(-0.73, 1.06, 1.20)",False,True,"(-0.73, 1.06, 1.22)","(355.93, 351.81, 357.41)",True,0.07826803,Right,0.06518128,0.00453967,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,5,Target 1,"(-9.80, 2.50, 2.14)","(-1.16, 1.08, 1.32)","(355.30, 274.52, 1.10)","(-0.62, 1.07, 1.19)","(-0.61, 1.07, 1.26)","(-0.61, 1.07, 1.22)",False,True,"(-0.64, 1.06, 1.24)","(353.34, 292.14, 355.93)",True,0.1809249,Right,0.07734028,0.01175775,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,6,Target 5,"(-0.80, 2.50, 11.88)","(-0.70, 1.07, 1.81)","(355.40, 359.58, 358.52)","(-0.76, 1.06, 1.20)","(-0.70, 1.06, 1.19)","(-0.73, 1.06, 1.20)",False,True,"(-0.73, 1.06, 1.23)","(357.00, 7.33, 357.32)",True,0.08022258,Right,0.06918724,0.004967125,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,7,Target 1,"(-9.80, 2.50, 2.14)","(-1.15, 1.08, 1.34)","(355.03, 274.94, 1.40)","(-0.59, 1.07, 1.22)","(-0.58, 1.06, 1.28)","(-0.58, 1.07, 1.25)",False,True,"(-0.62, 1.07, 1.26)","(351.27, 287.32, 354.81)",True,0.5252248,Right,0.06824791,0.002772942,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,8,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.08, 1.76)","(354.82, 22.31, 358.64)","(-0.83, 1.06, 1.23)","(-0.77, 1.06, 1.19)","(-0.80, 1.06, 1.21)",False,True,"(-0.78, 1.06, 1.23)","(352.84, 30.05, 358.61)",True,0.2048533,Right,0.07869053,0.01287051,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,9,Target 3,"(-7.80, 2.50, 8.88)","(-1.04, 1.08, 1.67)","(354.88, 317.72, 359.06)","(-0.68, 1.07, 1.19)","(-0.62, 1.06, 1.22)","(-0.65, 1.06, 1.21)",False,True,"(-0.67, 1.06, 1.22)","(352.73, 325.00, 357.13)",True,0.09692716,Right,0.06136172,0.006050867,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,10,Target 3,"(-7.80, 2.50, 8.88)","(-1.04, 1.07, 1.66)","(353.99, 316.03, 359.91)","(-0.68, 1.07, 1.19)","(-0.62, 1.06, 1.22)","(-0.65, 1.06, 1.21)",False,True,"(-0.67, 1.06, 1.22)","(352.81, 326.05, 357.71)",True,0.1378162,Right,0.05952595,0.008558641,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,11,Target 2,"(-9.80, 2.50, 5.88)","(-1.15, 1.07, 1.51)","(357.91, 296.74, 359.31)","(-0.65, 1.07, 1.18)","(-0.61, 1.06, 1.23)","(-0.63, 1.06, 1.20)",False,True,"(-0.65, 1.06, 1.22)","(354.62, 309.28, 357.94)",True,0.1378824,Right,0.0738443,0.008665047,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,12,Target 8,"(8.20, 2.50, 5.88)","(-0.22, 1.07, 1.49)","(358.02, 62.27, 359.47)","(-0.85, 1.06, 1.25)","(-0.82, 1.06, 1.19)","(-0.84, 1.06, 1.22)",True,True,"(-0.81, 1.06, 1.23)","(357.37, 61.96, 358.40)",True,0.1518276,Right,0.07604703,0.01085761,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,13,Target 2,"(-9.80, 2.50, 5.88)","(-1.12, 1.07, 1.53)","(356.72, 296.44, 358.56)","(-0.62, 1.06, 1.20)","(-0.58, 1.06, 1.25)","(-0.60, 1.06, 1.23)",False,True,"(-0.63, 1.05, 1.24)","(357.17, 307.17, 357.62)",True,0.1053509,Right,0.0711821,0.006556466,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,14,Target 4,"(-4.80, 2.50, 10.88)","(-0.88, 1.06, 1.78)","(356.42, 335.61, 0.35)","(-0.66, 1.06, 1.18)","(-0.60, 1.05, 1.21)","(-0.63, 1.06, 1.20)",False,True,"(-0.66, 1.05, 1.22)","(357.24, 340.53, 356.68)",True,0.4207042,Right,0.04309791,0.02699026,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
